iter,new_cuts,total_cuts,V,ΔV,t_fwd,t_bwd,t_eval,t_iter,t_cum,unique_nodes,bwd_work_units,avg_children_visited,per_stage
1,31,31,0.0,0.0,0.2090001106262207,7.176999807357788,0.0,7.385999917984009,7.385999917984009,16,9000,100.0,"[0, 1, 2, 2, 1, 5, 6, 6, 8]"
2,62,93,1.632757577713026,1.632757577713026,0.21399998664855957,7.3420000076293945,0.0,7.555999994277954,14.941999912261963,16,9000,100.0,"[1, 2, 11, 10, 9, 15, 15, 15, 15]"
3,52,145,10.922430599718748,9.289673022005722,0.22300004959106445,7.611999988555908,0.0,7.835000038146973,22.776999950408936,16,9000,100.0,"[2, 3, 15, 14, 16, 24, 24, 24, 23]"
4,64,209,11.626928519646642,0.7044979199278938,0.2259998321533203,7.756999969482422,0.0,7.982999801635742,30.759999752044678,16,9000,100.0,"[3, 4, 21, 22, 26, 34, 34, 34, 31]"
5,56,265,12.583865331703754,0.956936812057112,0.23100018501281738,7.756999969482422,0.0,7.988000154495239,38.74799990653992,16,9000,100.0,"[4, 5, 29, 31, 34, 44, 43, 42, 33]"
6,56,321,14.072028333934458,1.4881630022307046,0.23000001907348633,8.026999950408936,0.0,8.256999969482422,47.00499987602234,16,9000,100.0,"[5, 6, 37, 40, 42, 51, 51, 51, 38]"
7,62,383,14.28287458056508,0.2108462466306218,0.24200010299682617,8.128999948501587,0.0,8.371000051498413,55.37599992752075,16,9000,100.0,"[6, 7, 45, 50, 52, 60, 59, 60, 44]"
8,61,444,14.579058469575841,0.2961838890107611,0.23599982261657715,8.327000141143799,0.0,8.562999963760376,63.93899989128113,16,9000,100.0,"[7, 8, 51, 60, 62, 70, 69, 70, 47]"
9,60,504,14.662220914263875,0.08316244468803369,0.24399995803833008,8.34500002861023,0.0,8.58899998664856,72.52799987792969,16,9000,100.0,"[8, 9, 58, 69, 72, 80, 79, 80, 49]"
10,61,565,14.734765010315853,0.07254409605197765,0.24300003051757812,8.555000066757202,0.0,8.79800009727478,81.32599997520447,16,9000,100.0,"[9, 10, 66, 77, 81, 90, 89, 90, 53]"
11,58,623,14.859279375460062,0.12451436514420955,0.25299978256225586,8.617000102996826,0.0,8.869999885559082,90.19599986076355,16,9000,100.0,"[10, 11, 72, 85, 91, 100, 99, 99, 56]"
12,56,679,14.963181462418419,0.10390208695835668,0.2569999694824219,8.865999937057495,0.0,9.122999906539917,99.31899976730347,16,9000,100.0,"[11, 12, 79, 94, 101, 110, 108, 106, 58]"
13,66,745,15.024695159271243,0.06151369685282404,0.25300002098083496,8.880000114440918,0.0,9.133000135421753,108.45199990272522,16,9000,100.0,"[12, 13, 88, 104, 111, 120, 118, 116, 63]"
14,63,808,15.034732775350182,0.010037616078939493,0.2799999713897705,8.969000101089478,0.0,9.249000072479248,117.70099997520447,16,9000,100.0,"[13, 14, 97, 114, 121, 130, 128, 125, 66]"
15,60,868,15.080278936838134,0.045546161487951764,0.2609999179840088,9.305999994277954,0.0,9.566999912261963,127.26799988746643,16,9000,100.0,"[14, 15, 106, 124, 131, 140, 137, 134, 67]"
16,57,925,15.086782897092018,0.006503960253883889,0.26200008392333984,9.271999835968018,0.0,9.533999919891357,136.8019998073578,16,9000,100.0,"[15, 16, 114, 133, 138, 149, 147, 143, 70]"
17,63,988,15.097623577367004,0.010840680274986525,0.28600001335144043,9.375999927520752,0.0,9.661999940872192,146.46399974822998,16,9000,100.0,"[16, 17, 123, 142, 148, 159, 157, 153, 73]"
