regime;a_t_tilde;r_t_tilde;pi_year
1;18.024849433479822;-0.05036092676831523;0.01619704310395375
1;18.08254924112164;0.22974417649142742;0.010727567786980686
1;18.138003228367868;-0.23033151029664628;0.017003367523129996
1;18.169626030388784;0.15348916012562303;0.014986923377204794
1;18.216691516921873;0.1970419399935741;0.025227898470043107
1;18.30177409127367;0.1369285366340736;0.00961504432499281
1;18.47840065375731;-0.03396688409762466;0.014370136354544
1;18.663538291937265;0.13481141730209242;0.00929549265727422
1;18.669267147389842;0.10292575445445946;0.01815367330977604
1;18.677154369363713;-0.013907250528966034;0.015042680873828183
1;18.820880709471684;-0.07070690659343179;0.014237102686024565
1;18.9843605479336;0.07980748545717095;0.019834429483853836
1;19.43084756302509;0.049233279206847;0.021824380778509483
1;19.478069644660668;0.1926208129863956;0.016779896936451613
1;19.59719274339373;0.279584673232552;0.019259853510314343
1;19.62156249534616;0.28689678695879317;0.019267530991453164
1;19.635966671463652;0.21021153500277237;0.013548175520982511
1;19.757076028107104;0.06529994443083444;0.02119187442104371
1;20.164629782262757;0.1702348399207103;0.011525100905078666
1;20.23018308666512;0.06541164608322725;0.014185894738866268
